#separator:tab
#html:false
#columns:짝	용어A	정의A	상세A	사례A	용어B	정의B	상세B	사례B	함정	위치	태그
LAN vs WAN	LAN	비교적 좁은 지역 내의 장치들을 연결한 근거리 통신망	토폴로지는 성형(Star), 링형(Ring), 버스형(Bus), 계층형(Tree), 망형(Mesh)이다.	사무실 한 층을 스위치로 묶은 망.	WAN	국가나 대륙 단위의 넓은 지역을 연결하는 광역 통신망	LAN보다 전송 속도가 느리고 오류율이 높다.	서울 본사와 부산 지사를 전용선으로 잇는다.	토폴로지 종류와 특징을 짝짓게 한다. | 통신망 규모 분류 문제.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
LAN vs MAN	LAN	비교적 좁은 지역 내의 장치들을 연결한 근거리 통신망	토폴로지는 성형(Star), 링형(Ring), 버스형(Bus), 계층형(Tree), 망형(Mesh)이다.	사무실 한 층을 스위치로 묶은 망.	MAN	도시 규모의 지역을 연결하는 통신망	LAN과 WAN의 중간 규모다. DQDB 방식이 표준이다.	도시 규모 — LAN과 WAN 사이.	토폴로지 종류와 특징을 짝짓게 한다. | 규모 순서(LAN < MAN < WAN)를 묻는다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
LAN vs Mesh Network	LAN	비교적 좁은 지역 내의 장치들을 연결한 근거리 통신망	토폴로지는 성형(Star), 링형(Ring), 버스형(Bus), 계층형(Tree), 망형(Mesh)이다.	사무실 한 층을 스위치로 묶은 망.	Mesh Network	기존 무선 랜의 한계를 극복하기 위해 등장했으며 대규모 디바이스 네트워크 생성에 최적화된 네트워크 기술	차세대 이동통신, 홈네트워킹, 공공 안전 등 특수 목적에 사용한다. 노드가 그물처럼 서로 연결된다.	재난 현장에서 기지국 없이 단말끼리 그물처럼 연결해 통신한다.	토폴로지 종류와 특징을 짝짓게 한다. | 대규모 디바이스라는 표현이 나오면 Mesh Network.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
CSMA/CA vs CSMA/CD	CSMA/CA	충돌을 미리 회피하는 무선 매체 접근 제어 방식	IEEE 802.11 무선 LAN에서 사용한다. 무선은 충돌 감지가 어려워 회피(Avoidance)한다.	와이파이에서는 충돌을 볼 수 없어 미리 피한다.	CSMA/CD	전송 전 회선을 감지하고 충돌이 발생하면 감지해 재전송하는 유선 매체 접근 제어 방식	IEEE 802.3 이더넷에서 사용한다. 충돌 감지(Detection)가 핵심이다.	유선 이더넷에서 신호를 보내다 충돌을 감지하면 잠깐 쉬고 다시 보낸다.	유선(CD)과 무선(CA)을 구별하게 한다. | 802.3과 802.5, CD와 CA를 바꿔 낸다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
CSMA/CD vs IEEE 802.3	CSMA/CD	전송 전 회선을 감지하고 충돌이 발생하면 감지해 재전송하는 유선 매체 접근 제어 방식	IEEE 802.3 이더넷에서 사용한다. 충돌 감지(Detection)가 핵심이다.	유선 이더넷에서 신호를 보내다 충돌을 감지하면 잠깐 쉬고 다시 보낸다.	IEEE 802.3	CSMA/CD 방식의 유선 이더넷 LAN 표준	매체 접근 제어 방식은 CSMA/CD다.	우리가 쓰는 유선 이더넷 규격 그 자체.	802.3과 802.5, CD와 CA를 바꿔 낸다. | 표준 번호와 기술을 짝짓게 한다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
CSMA/CD vs 토큰 링	CSMA/CD	전송 전 회선을 감지하고 충돌이 발생하면 감지해 재전송하는 유선 매체 접근 제어 방식	IEEE 802.3 이더넷에서 사용한다. 충돌 감지(Detection)가 핵심이다.	유선 이더넷에서 신호를 보내다 충돌을 감지하면 잠깐 쉬고 다시 보낸다.	토큰 링	토큰을 가진 노드만 전송할 수 있는 링형 매체 접근 제어 방식	IEEE 802.5다. 충돌이 발생하지 않는다.	토큰을 가진 노드만 말할 수 있어 충돌이 없다.	802.3과 802.5, CD와 CA를 바꿔 낸다. | 802.3과 802.5를 바꿔 낸다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
CSMA/CA vs IEEE 802.11	CSMA/CA	충돌을 미리 회피하는 무선 매체 접근 제어 방식	IEEE 802.11 무선 LAN에서 사용한다. 무선은 충돌 감지가 어려워 회피(Avoidance)한다.	와이파이에서는 충돌을 볼 수 없어 미리 피한다.	IEEE 802.11	무선 LAN 표준으로 CSMA/CA 방식을 사용	802.11i는 무선 LAN 보안(WPA2), 802.11a/b/g/n/ac/ax는 속도·주파수 규격이다.	와이파이 — 802.11n/ac/ax 가 속도 규격, 802.11i 가 보안.	유선(CD)과 무선(CA)을 구별하게 한다. | 무선 보안 표준(802.11i)과의 연결을 묻는다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
토큰 링 vs 토큰 버스	토큰 링	토큰을 가진 노드만 전송할 수 있는 링형 매체 접근 제어 방식	IEEE 802.5다. 충돌이 발생하지 않는다.	토큰을 가진 노드만 말할 수 있어 충돌이 없다.	토큰 버스	버스형 토폴로지에서 토큰을 사용하는 매체 접근 제어 방식	IEEE 802.4다.	버스형 배선에서 토큰을 돌리는 방식.	802.3과 802.5를 바꿔 낸다. | IEEE 표준 번호 짝짓기.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.5 vs 토큰 링	IEEE 802.5	토큰 링 LAN 표준	토큰 패싱 방식을 사용한다.	토큰 링 — 802.3과 번호를 바꿔 내는 함정.	토큰 링	토큰을 가진 노드만 전송할 수 있는 링형 매체 접근 제어 방식	IEEE 802.5다. 충돌이 발생하지 않는다.	토큰을 가진 노드만 말할 수 있어 충돌이 없다.	표준 번호 짝짓기. | 802.3과 802.5를 바꿔 낸다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.4 vs 토큰 버스	IEEE 802.4	토큰 버스 방식의 LAN 표준	802.5는 토큰 링이므로 번호를 바꿔 내는 함정이 있다.	토큰 버스 표준 — 802.5(토큰 링)와 짝으로 외운다.	토큰 버스	버스형 토폴로지에서 토큰을 사용하는 매체 접근 제어 방식	IEEE 802.4다.	버스형 배선에서 토큰을 돌리는 방식.	표준 번호와 기술 짝짓기. | IEEE 표준 번호 짝짓기.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.3 vs IEEE 802.5	IEEE 802.3	CSMA/CD 방식의 유선 이더넷 LAN 표준	매체 접근 제어 방식은 CSMA/CD다.	우리가 쓰는 유선 이더넷 규격 그 자체.	IEEE 802.5	토큰 링 LAN 표준	토큰 패싱 방식을 사용한다.	토큰 링 — 802.3과 번호를 바꿔 내는 함정.	표준 번호와 기술을 짝짓게 한다. | 표준 번호 짝짓기.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.11 vs IEEE 802.3	IEEE 802.11	무선 LAN 표준으로 CSMA/CA 방식을 사용	802.11i는 무선 LAN 보안(WPA2), 802.11a/b/g/n/ac/ax는 속도·주파수 규격이다.	와이파이 — 802.11n/ac/ax 가 속도 규격, 802.11i 가 보안.	IEEE 802.3	CSMA/CD 방식의 유선 이더넷 LAN 표준	매체 접근 제어 방식은 CSMA/CD다.	우리가 쓰는 유선 이더넷 규격 그 자체.	무선 보안 표준(802.11i)과의 연결을 묻는다. | 표준 번호와 기술을 짝짓게 한다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.11 vs WPA	IEEE 802.11	무선 LAN 표준으로 CSMA/CA 방식을 사용	802.11i는 무선 LAN 보안(WPA2), 802.11a/b/g/n/ac/ax는 속도·주파수 규격이다.	와이파이 — 802.11n/ac/ax 가 속도 규격, 802.11i 가 보안.	WPA	Wi-Fi 얼라이언스가 제정한 무선 랜 인증 및 암호화 관련 표준	IEEE 802.11i에서 지원한다. WEP의 취약점을 보완했고 TKIP을 사용한다. WPA2는 AES 기반 CCMP를 쓴다.	와이파이 비밀번호 설정 화면의 보안 방식 선택 항목 그 자체.	무선 보안 표준(802.11i)과의 연결을 묻는다. | WCDMA, SSL, SHA를 오답 선택지로 넣는다. 이름에 Wi-Fi가 들어간 것이 정답이다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.15 vs 블루투스	IEEE 802.15	근거리 무선 개인 통신망(WPAN) 표준	802.15.1은 블루투스, 802.15.4는 지그비(ZigBee)다.	블루투스(802.15.1)와 지그비(802.15.4)의 집.	블루투스	10m 내외의 근거리 무선 통신 기술	IEEE 802.15.1 표준이다. 관련 공격은 블루버그, 블루스나프, 블루프린팅, 블루재킹이다.	무선 이어폰, 차량 연결 — 10m 내외.	표준 번호와 기술 짝짓기. | 공격 유형과 함께 출제된다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
IEEE 802.15 vs 지그비	IEEE 802.15	근거리 무선 개인 통신망(WPAN) 표준	802.15.1은 블루투스, 802.15.4는 지그비(ZigBee)다.	블루투스(802.15.1)와 지그비(802.15.4)의 집.	지그비	저전력·저속도 근거리 무선 통신 기술	IEEE 802.15.4 표준이며 센서 네트워크와 홈 오토메이션에 쓴다.	스마트홈 센서·조명 — 저전력으로 오래 버틴다.	표준 번호와 기술 짝짓기. | 표준 번호 짝짓기.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
리피터 vs 허브	리피터	약해진 신호를 원래 형태로 재생해 다시 전송하는 물리 계층 장비	전송 신호가 선로 특성이나 외부 충격으로 왜곡·약화될 때 신호를 재생한다. 이 설명을 브라우터에 붙이는 함정이 있다.	긴 케이블 중간에서 약해진 신호를 되살려 다시 보낸다.	허브	여러 대의 컴퓨터를 연결해 LAN을 구성하는 물리 계층 장비	받은 신호를 모든 포트로 내보낸다. 더미 허브와 스위칭 허브가 있다.	여러 PC를 꽂아 랜을 만들지만 받은 걸 전 포트로 뿌린다.	신호 재생 = 리피터. 브라우터로 잘못 연결하는 문제가 나온다. | 계층별 장비 분류.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
리피터 vs 브라우터	리피터	약해진 신호를 원래 형태로 재생해 다시 전송하는 물리 계층 장비	전송 신호가 선로 특성이나 외부 충격으로 왜곡·약화될 때 신호를 재생한다. 이 설명을 브라우터에 붙이는 함정이 있다.	긴 케이블 중간에서 약해진 신호를 되살려 다시 보낸다.	브라우터	브리지와 라우터의 기능을 모두 갖춘 네트워크 장비	이름 자체가 Bridge + Router의 합성어다. 리피터의 설명이 이 자리에 잘못 붙는 함정이 반복된다.	브리지와 라우터 기능을 한 장비에 담은 것.	신호 재생 = 리피터. 브라우터로 잘못 연결하는 문제가 나온다. | 리피터 설명을 브라우터로 제시하는 오답이 출제된다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
스위치 vs 허브	스위치	LAN과 LAN을 연결해 더 큰 LAN을 만드는 데이터 링크 계층 장비	포트마다 전용 대역폭을 제공한다. L2 스위치가 기본이며 L3, L4, L7 스위치도 있다.	포트마다 전용 대역폭을 줘 허브보다 빠르다.	허브	여러 대의 컴퓨터를 연결해 LAN을 구성하는 물리 계층 장비	받은 신호를 모든 포트로 내보낸다. 더미 허브와 스위칭 허브가 있다.	여러 PC를 꽂아 랜을 만들지만 받은 걸 전 포트로 뿌린다.	브리지와 스위치의 계층이 같음을 묻는다. | 계층별 장비 분류.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
브리지 vs 스위치	브리지	LAN과 LAN을 연결하거나 LAN 안의 컴퓨터 그룹을 연결하는 데이터 링크 계층 장비	MAC 주소를 기반으로 프레임을 전달한다. 루프 방지를 위해 스패닝 트리 알고리즘을 사용한다.	두 랜 세그먼트를 MAC 주소로 구분해 연결한다.	스위치	LAN과 LAN을 연결해 더 큰 LAN을 만드는 데이터 링크 계층 장비	포트마다 전용 대역폭을 제공한다. L2 스위치가 기본이며 L3, L4, L7 스위치도 있다.	포트마다 전용 대역폭을 줘 허브보다 빠르다.	2계층 장비임을 묻는다. | 브리지와 스위치의 계층이 같음을 묻는다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
라우터 vs 브리지	라우터	LAN 연결 기능에 최적 경로 선택 기능을 더한 네트워크 계층 장비	서로 다른 LAN이나 LAN과 WAN을 연결한다. IP 주소를 기반으로 라우팅한다.	집 공유기가 내부망과 인터넷을 잇고 경로를 정한다.	브리지	LAN과 LAN을 연결하거나 LAN 안의 컴퓨터 그룹을 연결하는 데이터 링크 계층 장비	MAC 주소를 기반으로 프레임을 전달한다. 루프 방지를 위해 스패닝 트리 알고리즘을 사용한다.	두 랜 세그먼트를 MAC 주소로 구분해 연결한다.	3계층 장비임을 묻는다. | 2계층 장비임을 묻는다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
브리지 vs 스패닝 트리 알고리즘	브리지	LAN과 LAN을 연결하거나 LAN 안의 컴퓨터 그룹을 연결하는 데이터 링크 계층 장비	MAC 주소를 기반으로 프레임을 전달한다. 루프 방지를 위해 스패닝 트리 알고리즘을 사용한다.	두 랜 세그먼트를 MAC 주소로 구분해 연결한다.	스패닝 트리 알고리즘	브리지로 구성된 LAN에서 루프(폐회로)를 형성하지 않으면서 연결을 설정하는 알고리즘	IEEE 802.1에 규정되어 있다. 트리 구조에는 순환이 없다는 원리를 이용한다.	스위치를 여러 대 이중으로 연결했을 때 루프를 자동으로 끊는다.	2계층 장비임을 묻는다. | 해시·전자서명 같은 무관한 알고리즘과 섞어 낸다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
게이트웨이 vs 라우터	게이트웨이	프로토콜이 전혀 다른 네트워크를 연결하는 장비	전송 계층 이상에서 동작한다. 네트워크의 출입구 역할이다.	프로토콜이 전혀 다른 두 망을 통역해 연결한다.	라우터	LAN 연결 기능에 최적 경로 선택 기능을 더한 네트워크 계층 장비	서로 다른 LAN이나 LAN과 WAN을 연결한다. IP 주소를 기반으로 라우팅한다.	집 공유기가 내부망과 인터넷을 잇고 경로를 정한다.	라우터와 게이트웨이의 계층 차이를 묻는다. | 3계층 장비임을 묻는다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
패킷 교환 vs 회선 교환	패킷 교환	데이터를 패킷 단위로 나누어 전송하는 방식	가상 회선(연결형)과 데이터그램(비연결형)으로 나뉜다. 회선 이용률이 높다.	인터넷 — 데이터를 잘라 각각 보낸다.	회선 교환	통신 전에 물리적 경로를 확보하고 통신 내내 독점하는 방식	전송 지연이 거의 없고 일정하나 회선 이용률이 낮다.	옛 전화 — 통화 내내 회선을 독점한다.	가상 회선과 데이터그램의 특성을 바꿔 낸다. | 교환 방식 비교.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
가상 회선 vs 패킷 교환	가상 회선	패킷 교환에서 논리적 경로를 미리 설정해 순서대로 전송하는 연결형 방식	패킷이 도착 순서를 보장한다.	경로를 미리 정해 두고 보내 순서가 보장된다.	패킷 교환	데이터를 패킷 단위로 나누어 전송하는 방식	가상 회선(연결형)과 데이터그램(비연결형)으로 나뉜다. 회선 이용률이 높다.	인터넷 — 데이터를 잘라 각각 보낸다.	순서 보장 여부로 구별. | 가상 회선과 데이터그램의 특성을 바꿔 낸다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
가상 회선 vs 데이터그램	가상 회선	패킷 교환에서 논리적 경로를 미리 설정해 순서대로 전송하는 연결형 방식	패킷이 도착 순서를 보장한다.	경로를 미리 정해 두고 보내 순서가 보장된다.	데이터그램	패킷마다 독립적으로 경로를 결정하는 비연결형 패킷 교환 방식	순서가 뒤바뀔 수 있어 수신 측에서 재조립해야 한다.	패킷마다 다른 길로 가서 순서가 뒤바뀔 수 있다.	순서 보장 여부로 구별. | IP가 데이터그램 방식임을 묻는다.	4-15 LAN · 네트워크 장비 · 전송 방식 (4과목)	유형_혼동짝 과목4
